is_weekend,hour,elevation_m,num_vehicles,driver_age,driving_exp_yrs,estimated_speed_kmh,speed_limit_kmh,speeding,precipitation_mm,temp_avg_c,visibility_km,wind_speed_kmh,pressure_hpa,road_slope_deg,wx_tavg,wx_tmin,wx_tmax,wx_prcp,wx_wspd,wx_pres,wx_temp_range,wx_is_rainy,wx_heavy_rain,wx_rain_3day,wx_pressure_drop,vehicle_risk_weight,is_heavy_vehicle,speed_excess_kmh,speed_ratio,is_morning_peak,is_evening_peak,is_night,hour_sin,hour_cos,month,is_monsoon,season_enc,slope_cat_enc,is_sharp_curve,high_risk_combo,young_driver,inexperienced,exp_ratio,rain_intensity_num,visibility_cls_enc,road_curvature_enc,surface_enc,weather_enc,veh_bus,veh_car,veh_lorry,veh_motorcycle,veh_three-wheeler,acc_fell_off_road,acc_head_on,acc_hit_barrier,acc_overturn,acc_pedestrian_hit,acc_rear_end,acc_sideswipe,acc_vehicle_fire,gen_female,gen_male
0.0,16.0,0.8282466849239747,2.0,-0.47626925524341207,1.175680917657757,1.499332538071796,2.058625984073216,1.0,0.1018242789224847,-0.5712674021191642,-0.47088531980556114,0.8955452610444837,0.8923110249563176,-1.662330985907755,25.3,23.8,30.0,-0.2635401783859896,0.24532482372225126,0.4463571217723567,-1.4617601202942898,1.0,0.0,26.2,0.0,3.0,1.0,0.6539965612924908,0.3885706897762085,0.0,1.0,0.0,-1.1706892217894838,-0.3580381766851747,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6972477499631242,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,11.0,-1.2508589645416786,1.0,1.2537709827506927,-0.48355624307740513,-1.7613337026773932,-0.7628430260791434,0.0,-0.05565222731761175,-0.8191961373960858,-0.6104939722092816,1.865442745726438,-1.6239243977461109,0.5713014943708851,24.8,23.6,31.7,-0.057765405649598776,2.167585264475666,-1.6015824002813273,-0.08621119919028243,0.0,0.0,6.6,-0.1,2.0,0.0,-1.0765678591345202,-1.6462737040126252,0.0,0.0,0.0,0.43311232187684956,-1.2113346926294648,7.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,-0.8783196304852803,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,12.0,1.1513509412598533,2.0,0.21574683995422983,-0.009488482867358802,1.3807628565900074,0.6478914789970363,1.0,-0.5280817460379011,1.908019950650052,1.6232444662502468,1.2453443538805984,-0.4141958291391847,-0.6333542253299544,30.3,23.6,31.7,-0.5150426783971339,1.4860565627540008,-0.32162019899777483,-0.08621119919028243,0.0,0.0,6.6,-0.1,2.0,0.0,1.3132591976456378,1.0305991795406164,0.0,0.0,0.0,0.06408851198348361,-1.273738131268601,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.25870979253605425,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,9.0,1.5025512198858082,2.0,-0.13026120764459112,1.8867825579728266,-1.6427640211956045,-0.7628430260791434,0.0,-0.008409275445582844,2.304705927093127,-0.05205936259439947,-0.10615214116802679,-0.07547182992922333,0.39562253524784613,31.1,23.6,31.7,-0.012037678374845292,0.0006734948990892903,-0.16802473484377178,-0.08621119919028243,0.0,0.0,6.6,-0.1,3.0,0.0,-1.0765678591345202,-1.505939607889257,1.0,0.0,0.0,1.0722803098147973,-0.7373335169380564,5.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.750835627839814,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.44895038400794335,1.0,-1.0529493345747802,-0.009488482867358802,0.7879144491810638,0.6478914789970363,1.0,0.007338375178426815,-1.8109110785037723,-0.2614723411999803,0.1800471166069763,-1.2368112557919166,-1.0098091377364669,26.7,24.0,33.7,0.15563065496591766,-1.18763295938484,-0.32162019899777483,1.3702523643316067,1.0,1.0,15.0,0.2,2.0,0.0,0.48918090220420407,0.4482126806286395,0.0,0.0,1.0,0.43311232187684917,2.3266582484259715,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4962932079255373,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,17.0,-1.0401387973661056,2.0,1.48444301448324,-1.431691763497498,-1.8206185434182875,-0.7628430260791434,0.0,-0.5280817460379011,0.9163050095423655,1.8675596079567576,0.41854649808614547,-1.1400329703033405,1.1485323600608708,29.2,24.2,34.8,-0.5150426783971339,-1.1526827695529596,-0.2704217109464211,2.098484146092552,0.0,0.0,6.6,0.7,2.0,0.0,-1.0765678591345202,-1.716440752074309,0.0,1.0,0.0,-1.3131270957411962,0.083660602206845,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,-1.3740075008446613,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,16.0,1.3620711084354262,2.0,-1.2836213663073277,-0.48355624307740513,1.0843386528855357,0.6478914789970363,1.0,-0.5280817460379011,0.7675477683762122,1.4487336507455961,-0.02665234734163708,2.102039593563244,-0.8341301786134276,28.0,23.6,31.7,-0.5150426783971339,0.018148589815029363,2.340701179672038,-0.08621119919028243,0.0,0.0,6.6,-0.1,4.0,1.0,0.901220049924921,0.7394059300846275,0.0,1.0,0.0,-1.1706892217894838,-0.3580381766851747,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.30538639298983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,7.0,0.5894304954583254,1.0,-0.014925191778317462,-0.24652236297238198,-0.2199278434141401,-0.7628430260791434,1.0,-0.5280817460379011,-0.5712674021191642,1.5534401400483868,-0.5513509865958094,0.21486302653639497,0.9979503950982656,25.3,23.6,31.7,-0.5150426783971339,-0.48862916274723467,0.3439601456696492,-0.08621119919028243,0.0,0.0,6.6,-0.1,3.0,0.0,-0.08767390460479965,0.1780695455911566,1.0,0.0,0.0,1.441304119708163,0.083660602206845,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.32904388224920966,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,19.0,-0.9277547082058,1.0,0.1004108240879562,-1.431691763497498,-0.2792126841550344,-0.7628430260791434,1.0,-0.4178481916698336,-1.8109110785037723,0.017744963607460702,0.816045467218094,-0.07547182992922333,0.34542854692697755,22.8,23.6,31.7,-0.4083446480893757,1.0142290000236174,0.03676921736164319,-0.08621119919028243,0.0,0.0,6.6,-0.1,4.0,0.0,-0.17008173414894304,0.10790249752947262,0.0,1.0,0.0,-1.3131270957411962,1.0316629535896609,10.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,-1.3740075008446613,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,16.0,1.348023097290388,1.0,-0.5224036615899214,-0.9576240032874515,1.14362349362643,-0.7628430260791434,1.0,-0.5280817460379011,0.8171335154315972,0.5063752470204825,1.7382430756042149,-0.027082687184990288,0.5963984885313192,28.1,23.6,31.7,-0.5150426783971339,2.027784505148145,0.08796770541293873,-0.08621119919028243,0.0,0.0,6.6,-0.1,3.0,0.0,1.8077061749104983,1.7919116510098863,0.0,1.0,0.0,-1.1706892217894838,-0.3580381766851747,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,-0.7979378136702456,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
